Por que razão os pacientes de medicina nuclear devem ser isolados após o exame?,Para permitir o decaimento da radioatividade do isótopo no seu corpo.
Durante quanto tempo deve um contentor de transporte permanecer em isolamento após um derrame de urina radioativa?,72 horas.
Qual é a função primordial da tecnologia PET (Positron Emission Tomography)?,Avaliar o metabolismo slice-by-slice através de isótopos.
Como se chama a máquina utilizada para criar os radioisótopos da tecnologia PET?,Ciclotrão (Cyclotron).
Qual é a espessura típica da resolução espacial num scanner PET?,Entre 5 a 10 mm.
O que permite a fusão de imagens CT e PET no mesmo exame?,Correlacionar dados anatómicos (CT) com dados funcionais/metabólicos (PET).
"Na monitorização de pessoal, o que mede a Transferência Linear de Energia (LET)?",A taxa de deposição de energia da radiação nos tecidos.
Qual é o componente da máquina de RM que deve estar imerso em câmaras de hélio e vácuo?,O íman supercondutor.
"Em medicina nuclear, o que acontece à radioatividade com o passar do tempo?",Sofre decaimento ou desintegração radioativa.
Qual é o posicionamento padrão para a parte de CT num estudo CT/PET em pequenos animais?,Dorsoventral ou ventrodorsal.
"Quanto tempo demora, em média, a aquisição da componente PET num estudo combinado?",Entre 20 a 40 minutos.
"Na RM, que nome se dá à alteração de frequência que permite diferenciar os tecidos?",Desvio químico (Chemical shift).
"No contexto de RM, o que é essencial fazer a todo o staff e visitantes antes de entrarem na sala?",Triagem de segurança através de um questionário escrito.
Qual é a principal diferença entre os métodos de imagem 'anatómicos' e a 'medicina nuclear'?,Os anatómicos avaliam a forma/estrutura; a medicina nuclear avalia a função/fisiologia.
