Por que é que se deve evitar que o animal urine 1 a 2 horas antes do ultrassom?,"Para garantir que a bexiga esteja cheia, servindo como janela acústica."
O que avalia a ecoencefalografia?,"O encéfalo, geralmente através de fontanelas abertas em animais jovens."
Indicação para ultrassom de grandes vasos abdominais.,"Pesquisa de trombos, shunts portossistémicos ou anomalias vasculares."
Uso da ultrassonografia no aparelho reprodutor feminino.,"Diagnóstico de gestação, piómetra ou patologias ováricas."
Sinal clínico abdominal que sugere a necessidade de ultrassom para avaliar o pâncreas.,Dor abdominal (suspeita de pancreatite).
Principal vantagem da RM sobre a TAC na avaliação do sistema nervoso central.,Melhor contraste entre os diferentes tecidos moles (matéria cinzenta vs. branca).
Componente da Cintigrafia que se liga seletivamente a um órgão ou processo biológico.,O fármaco (vetor) do radiofármaco.
Finalidade dos sacos de areia ($sandbags$) no posicionamento para RM.,Manter o paciente estável e na posição vertical correta.
Indicação da eletrocardiografia.,Avaliação do ritmo e atividade elétrica do coração.
O que deteta o transdutor de ultrassom após emitir o feixe sonoro?,As ondas sonoras refletidas (ecos) pelos tecidos.
Conceito de 'Knobology' na ultrassonografia.,O estudo e manipulação dos controlos e botões do equipamento de ultrassom.
